"","pos","last.week","peak","weeks.on.chart","title","artist","chart.entry.date","entry.position","overall.peak","overall.weeks.on.chart","chart.date","concurrent.count","artist.relevancy"
"13600",100,"92",17,16,"Dance Again","JENNIFER LOPEZ featuring PITBULL",41020,27,17,18,20120804,0,3
"13601",1,"1",1,21,"Call Me Maybe","CARLY RAE JEPSEN",40978,38,1,50,20120728,0,5
"13602",2,"2",2,13,"Payphone","MAROON 5 featuring WIZ KHALIFA",41034,3,2,31,20120728,0,1
"13603",3,"4",3,8,"Wide Awake","KATY PERRY",41069,35,2,26,20120728,0,18
"13604",4,"3",1,28,"Somebody That I Used To Know","GOTYE featuring KIMBRA",40929,91,1,59,20120728,0,1
"13605",5,"5",5,29,"Lights","ELLIE GOULDING",40922,99,2,56,20120728,0,8
"13606",6,"6",5,12,"Where Have You Been","RIHANNA",41041,78,5,25,20120728,0,32
"13607",7,"12",7,5,"Whistle","FLO RIDA",41090,86,1,25,20120728,0,14
"13608",8,"7",7,13,"Titanium","DAVID GUETTA featuring SIA",41034,79,7,32,20120728,0,1
"13609",9,"58",9,2,"Blow Me (One Last Kiss)","P!NK",41111,58,5,27,20120728,0,5
"13610",10,"10",10,12,"Scream","USHER",41041,70,9,21,20120728,0,25
"13611",11,"8",1,28,"We Are Young","FUN. featuring JANELLE MONAE",40929,88,1,40,20120728,0,1
"13612",12,"9",5,22,"Starships","NICKI MINAJ",40971,9,5,31,20120728,0,57
"13613",13,"11",5,25,"Wild Ones","FLO RIDA featuring SIA",40950,100,5,33,20120728,0,1
"13614",14,"13",4,22,"What Makes You Beautiful","ONE DIRECTION",40971,28,4,34,20120728,0,19
"13615",15,"14",14,15,"Mercy","KANYE WEST, BIG SEAN, PUSHA T, 2 CHAINZ",41020,38,13,32,20120728,0,1
"13616",16,"27",16,5,"Want U Back","CHER LLOYD",41090,75,12,20,20120728,0,3
"13617",17,"28",17,21,"Some Nights","FUN.",40978,62,3,56,20120728,0,3
"13618",18,"19",18,15,"Give Your Heart A Break","DEMI LOVATO",41020,70,16,32,20120728,0,10
"13619",19,"15",3,27,"Glad You Came","THE WANTED",40936,85,3,37,20120728,0,4
"13620",20,"18",18,18,"Everybody Talks","NEON TREES",40999,74,6,39,20120728,0,4
"13621",21,"17",17,3,"Good Time","OWL CITY & CARLY RAE JEPSEN",41104,18,8,24,20120728,0,1
"13622",22,"26",22,9,"Let's Go","CALVIN HARRIS featuring NE-YO",41062,89,17,19,20120728,0,1
"13623",23,"23",23,9,"Come Over","KENNY CHESNEY",41062,59,23,20,20120728,0,13
"13624",24,"24",8,28,"I Won't Give Up","JASON MRAZ",40929,8,8,44,20120728,0,3
"13625",25,"20",16,19,"Drunk On You","LUKE BRYAN",40992,99,16,23,20120728,0,16
"13626",26,"21",10,27,"Drive By","TRAIN",40936,60,10,36,20120728,0,13
"13627",27,"16",2,16,"Boyfriend","JUSTIN BIEBER",41013,2,2,20,20120728,0,41
"13628",28,"35",28,10,"No Lie","2 CHAINZ featuring DRAKE",41055,45,24,26,20120728,0,2
"13629",29,"25",25,9,"The Fighter","GYM CLASS HEROES featuring RYAN TEDDER",41062,95,25,15,20120728,0,1
"13630",30,"30",1,28,"Stronger (What Doesn't Kill You)","KELLY CLARKSON",40929,58,1,35,20120728,0,13
"13631",31,"33",29,18,"Even If It Breaks Your Heart","ELI YOUNG BAND",40999,91,29,20,20120728,0,4
"13632",32,"34",17,12,"WorkHard, Play Hard","WIZ KHALIFA",41041,17,17,20,20120728,0,27
"13633",33,"38",33,6,"Pontoon","LITTLE BIG TOWN",41083,51,22,20,20120728,0,6
"13634",34,"29",19,20,"Springsteen","ERIC CHURCH",40985,79,19,22,20120728,0,13
"13635",35,"40",35,14,"We Run The Night","HAVANA BROWN featuring PITBULL",41027,96,26,20,20120728,0,1
"13636",36,"37",34,10,"5-1-5-0","DIRKS BENTLEY",41055,94,33,20,20120728,0,1
"13637",37,"31",12,23,"Feel So Close","CALVIN HARRIS",40964,90,12,26,20120728,0,9
"13638",38,"22",11,14,"Back In Time","PITBULL",41027,83,11,19,20120728,0,28
"13639",39,"36",36,14,"Cashin Out","CA$HOUT",41027,81,36,20,20120728,0,0
"13640",40,"43",40,15,"(Kissed You) Good Night","GLORIANA",41020,97,34,20,20120728,0,2
"13641",41,"39",39,15,"One Thing","ONE DIRECTION",41020,75,39,19,20120728,0,19
"13642",42,"32",16,19,"Brokenhearted","KARMIN",40992,84,16,22,20120728,0,3
"13643",43,"41",1,22,"Part Of Me","KATY PERRY",40971,1,1,22,20120728,0,18
"13644",44,"55",44,9,"Angel Eyes","LOVE AND THEFT",41062,98,32,20,20120728,0,1
"13645",45,"59",45,11,"Too Close","ALEX CLARE",41048,75,7,39,20120728,0,1
"13646",46,"52",46,12,"Wanted","HUNTER HAYES",41041,99,16,46,20120728,0,6
"13647",47,"42",14,35,"The Motto","DRAKE featuring LIL WAYNE",40880,18,14,35,20120728,0,5
"13648",48,"51",48,7,"Lemme See","USHER featuring RICK ROSS",41076,94,46,19,20120728,0,1
"13649",49,"44",42,14,"Heart Attack","TREY SONGZ",41027,99,35,25,20120728,0,21
"13650",50,"47",18,11,"Both Of Us","B.O.B featuring TAYLOR SWIFT",41048,18,18,19,20120728,0,1
"13651",51,"57",51,9,"Tongue Tied","GROUPLOVE",41062,74,42,17,20120728,0,1
"13652",52,"56",52,13,"Beers Ago","TOBY KEITH",41034,95,52,15,20120728,0,7
"13653",53,"70",53,7,"Chasing The Sun","THE WANTED",41076,93,50,15,20120728,0,4
"13654",54,"64",54,5,"Over","BLAKE SHELTON",41090,89,43,18,20120728,0,17
"13655",55,"46",30,13,"Burn It Down","LINKIN PARK",41034,30,30,23,20120728,0,6
"13656",56,"50",48,15,"Beez In The Trap","NICKI MINAJ featuring 2 CHAINZ",41020,78,48,20,20120728,0,1
"13657",57,"75",57,4,"Dark Side","KELLY CLARKSON",41097,93,42,15,20120728,0,13
"13658",58,"60",58,15,"Take It To The Head","DJ KHALED featuring CHRIS BROWN, RICK ROSS, NICKI MINAJ & LI",41020,63,58,20,20120728,0,1
"13659",59,"66",59,15,"Little Talks","OF MONSTERS AND MEN",41020,92,49,26,20120728,0,1
"13660",60,"62",51,18,"Leave You Alone","YOUNG JEEZY featuring NE-YO",40999,95,51,20,20120728,0,1
"13661",61,"61",61,9,"Nobody's Perfect","J. COLE featuring MISSY ELLIOTT",41062,90,61,19,20120728,0,1
"13662",62,"71",62,16,"Time Is Love","JOSH TURNER",41013,91,44,25,20120728,0,4
"13663",63,"65",63,9,"Postcard From Paris","THE BAND PERRY",41062,87,60,16,20120728,0,8
"13664",64,"73",64,6,"Ho Hey","THE LUMINEERS",41083,90,3,62,20120728,0,2
"13665",65,"67",65,7,"For You","KEITH URBAN",41076,97,55,18,20120728,0,12
"13666",66,"82",66,3,"As Long As You Love Me","JUSTIN BIEBER featuring BIG SEAN",41104,87,6,28,20120728,0,1
"13667",67,"68",62,8,"How We Do (Party)","RITA ORA",41069,96,62,9,20120728,0,3
"13668",68,"76",68,11,"Why Ya Wanna","JANA KRAMER",41048,97,50,22,20120728,0,3
"13669",69,"77",69,9,"Cowboys And Angels","DUSTIN LYNCH",41062,100,40,22,20120728,0,3
"13670",70,"101",70,1,"Promises","NERO",41118,70,70,9,20120728,0,1
"13671",71,"69",69,2,"Truck Yeah","TIM McGRAW",41111,69,57,16,20120728,0,12
"13672",72,"72",72,3,"The Wind","ZAC BROWN BAND",41104,99,70,11,20120728,0,12
"13673",73,"74",62,18,"HYFR (Hell Yeah Fucking Right)","DRAKE featuring LIL WAYNE",40999,100,62,19,20120728,0,5
"13674",74,"86",74,5,"Snap Backs & Tattoos","DRIICKY GRAHAM",41090,97,73,13,20120728,0,1
"13675",75,"81",75,3,"Bag Of Money","WALE featuring RICK ROSS, MEEK MILL & T-PAIN",41104,93,64,13,20120728,0,1
"13676",76,"85",76,5,"Hard To Love","LEE BRICE",41090,96,27,23,20120728,0,7
"13677",77,"94",77,4,"Amen","MEEK MILL featuring DRAKE",41097,86,57,18,20120728,0,1
"13678",78,"88",78,2,"Don't Wake Me Up","CHRIS BROWN",41111,88,10,27,20120728,0,47
"13679",79,"90",79,2,"She's So Mean","MATCHBOX TWENTY",41111,90,40,16,20120728,0,1
"13680",80,"84",72,19,"Midnight City","M83.",40992,74,72,20,20120728,0,1
"13681",81,"97",81,2,"2 Reasons","TREY SONGZ featuring T.I.",41111,97,43,20,20120728,0,1
"13682",82,"91",82,6,"It's Time","IMAGINE DRAGONS",41083,93,15,47,20120728,0,7
"13683",83,"93",83,4,"Bangarang","SKRILLEX featuring SIRAH",41097,98,83,5,20120728,0,2
"13684",84,"96",84,6,"Glass","THOMPSON SQUARE",41083,100,84,11,20120728,0,5
"13685",85,"101",85,1,"Thinkin Bout You","FRANK OCEAN",41118,85,32,28,20120728,0,4
"13686",86,"83",42,4,"One More Night","MAROON 5",41097,42,1,42,20120728,0,15
"13687",87,"89",80,17,"Crew Love","DRAKE featuring THE WEEKEND",41006,100,80,20,20120728,0,1
"13688",88,"92",38,6,"My Homies Still","LIL WAYNE featuring BIG SEAN",41083,38,38,13,20120728,0,1
"13689",89,"99",89,2,"Get It Started","PITBULL featuring SHAKIRA",41111,99,89,2,20120728,0,1
"13690",90,"101",90,1,"Pop That","FRENCH MONTANA featuring RICK ROSS, DRAKE, LIL WAYNE",41118,90,36,22,20120728,0,1
"13691",91,"95",51,15,"Right By My Side","NICKI MINAJ featuring CHRIS BROWN",41020,51,51,15,20120728,0,1
"13692",92,"87",17,15,"Dance Again","JENNIFER LOPEZ featuring PITBULL",41020,27,17,18,20120728,0,3
"13693",93,"101",93,1,"Something To Do With My Hands","THOMAS RHETT",41118,93,93,4,20120728,0,5
"13694",94,"101",94,1,"Gold On The Ceiling","THE BLACK KEYS",41118,94,94,2,20120728,0,4
"13695",95,"101",95,1,"The A Team","ED SHEERAN",41118,95,16,33,20120728,0,11
"13696",96,"101",96,1,"Home","PHILLIP PHILLIPS",41118,96,96,1,20120728,0,4
"13697",97,"98",46,20,"UP!","LOVERANCE featuring IAMSU & SKIPPER or 50 CENT",40985,92,46,20,20120728,0,1
"13698",98,"101",98,1,"50 Ways To Say Goodbye","TRAIN",41118,98,20,20,20120728,0,13
"13699",99,"101",99,1,"That's Why I Pray","BIG & RICH",41118,99,82,10,20120728,0,2
"13700",100,"101",100,1,"Lovin' You Is Fun","EASTON CORBIN",41118,100,57,19,20120728,0,5
"13701",1,"1",1,20,"Call Me Maybe","CARLY RAE JEPSEN",40978,38,1,50,20120721,0,5
"13702",2,"2",2,12,"Payphone","MAROON 5 featuring WIZ KHALIFA",41034,3,2,31,20120721,0,1
"13703",3,"3",1,27,"Somebody That I Used To Know","GOTYE featuring KIMBRA",40929,91,1,59,20120721,0,1
"13704",4,"4",4,7,"Wide Awake","KATY PERRY",41069,35,2,26,20120721,0,18
"13705",5,"6",5,28,"Lights","ELLIE GOULDING",40922,99,2,56,20120721,0,8
"13706",6,"5",5,11,"Where Have You Been","RIHANNA",41041,78,5,25,20120721,0,32
"13707",7,"9",7,12,"Titanium","DAVID GUETTA featuring SIA",41034,79,7,32,20120721,0,1
"13708",8,"7",1,27,"We Are Young","FUN. featuring JANELLE MONAE",40929,88,1,40,20120721,0,1
"13709",9,"8",5,21,"Starships","NICKI MINAJ",40971,9,5,31,20120721,0,57
"13710",10,"10",10,11,"Scream","USHER",41041,70,9,21,20120721,0,25
"13711",11,"12",5,24,"Wild Ones","FLO RIDA featuring SIA",40950,100,5,33,20120721,0,1
"13712",12,"20",12,4,"Whistle","FLO RIDA",41090,86,1,25,20120721,0,14
"13713",13,"11",4,21,"What Makes You Beautiful","ONE DIRECTION",40971,28,4,34,20120721,0,19
"13714",14,"15",14,14,"Mercy","KANYE WEST, BIG SEAN, PUSHA T, 2 CHAINZ",41020,38,13,32,20120721,0,1
"13715",15,"13",3,26,"Glad You Came","THE WANTED",40936,85,3,37,20120721,0,4
"13716",16,"14",2,15,"Boyfriend","JUSTIN BIEBER",41013,2,2,20,20120721,0,41
"13717",17,"18",17,2,"Good Time","OWL CITY & CARLY RAE JEPSEN",41104,18,8,24,20120721,0,1
"13718",18,"21",18,17,"Everybody Talks","NEON TREES",40999,74,6,39,20120721,0,4
"13719",19,"22",19,14,"Give Your Heart A Break","DEMI LOVATO",41020,70,16,32,20120721,0,10
"13720",20,"17",16,18,"Drunk On You","LUKE BRYAN",40992,99,16,23,20120721,0,16
"13721",21,"19",10,26,"Drive By","TRAIN",40936,60,10,36,20120721,0,13
"13722",22,"16",11,13,"Back In Time","PITBULL",41027,83,11,19,20120721,0,28
"13723",23,"27",23,8,"Come Over","KENNY CHESNEY",41062,59,23,20,20120721,0,13
"13724",24,"23",8,27,"I Won't Give Up","JASON MRAZ",40929,8,8,44,20120721,0,3
"13725",25,"25",25,8,"The Fighter","GYM CLASS HEROES featuring RYAN TEDDER",41062,95,25,15,20120721,0,1
"13726",26,"31",26,8,"Let's Go","CALVIN HARRIS featuring NE-YO",41062,89,17,19,20120721,0,1
"13727",27,"35",27,4,"Want U Back","CHER LLOYD",41090,75,12,20,20120721,0,3
"13728",28,"32",28,20,"Some Nights","FUN.",40978,62,3,56,20120721,0,3
"13729",29,"26",19,19,"Springsteen","ERIC CHURCH",40985,79,19,22,20120721,0,13
"13730",30,"28",1,27,"Stronger (What Doesn't Kill You)","KELLY CLARKSON",40929,58,1,35,20120721,0,13
"13731",31,"29",12,22,"Feel So Close","CALVIN HARRIS",40964,90,12,26,20120721,0,9
"13732",32,"24",16,18,"Brokenhearted","KARMIN",40992,84,16,22,20120721,0,3
"13733",33,"30",29,17,"Even If It Breaks Your Heart","ELI YOUNG BAND",40999,91,29,20,20120721,0,4
"13734",34,"33",17,11,"WorkHard, Play Hard","WIZ KHALIFA",41041,17,17,20,20120721,0,27
"13735",35,"40",35,9,"No Lie","2 CHAINZ featuring DRAKE",41055,45,24,26,20120721,0,2
"13736",36,"39",36,13,"Cashin Out","CA$HOUT",41027,81,36,20,20120721,0,0
"13737",37,"34",34,9,"5-1-5-0","DIRKS BENTLEY",41055,94,33,20,20120721,0,1
"13738",38,"49",38,5,"Pontoon","LITTLE BIG TOWN",41083,51,22,20,20120721,0,6
"13739",39,"41",39,14,"One Thing","ONE DIRECTION",41020,75,39,19,20120721,0,19
"13740",40,"38",38,13,"We Run The Night","HAVANA BROWN featuring PITBULL",41027,96,26,20,20120721,0,1
"13741",41,"37",1,21,"Part Of Me","KATY PERRY",40971,1,1,22,20120721,0,18
"13742",42,"36",14,34,"The Motto","DRAKE featuring LIL WAYNE",40880,18,14,35,20120721,0,5
"13743",43,"45",43,14,"(Kissed You) Good Night","GLORIANA",41020,97,34,20,20120721,0,2
"13744",44,"42",42,13,"Heart Attack","TREY SONGZ",41027,99,35,25,20120721,0,21
"13745",45,"44",28,22,"Drank In My Cup","KIRKO BANGZ",40964,96,28,22,20120721,0,2
"13746",46,"51",30,12,"Burn It Down","LINKIN PARK",41034,30,30,23,20120721,0,6
"13747",47,"46",18,10,"Both Of Us","B.O.B featuring TAYLOR SWIFT",41048,18,18,19,20120721,0,1
"13748",48,"43",7,34,"Take Care","DRAKE featuring RIHANNA",40880,9,7,34,20120721,0,1
"13749",49,"50",1,67,"Party Rock Anthem","LMFAO featuring LAUREN BENNETT & GOONROCK",40649,88,1,67,20120721,0,1
"13750",50,"55",48,14,"Beez In The Trap","NICKI MINAJ featuring 2 CHAINZ",41020,78,48,20,20120721,0,1
"13751",51,"53",51,6,"Lemme See","USHER featuring RICK ROSS",41076,94,46,19,20120721,0,1
"13752",52,"56",52,11,"Wanted","HUNTER HAYES",41041,99,16,46,20120721,0,6
"13753",53,"47",17,20,"Climax","USHER",40978,81,17,20,20120721,0,25
"13754",54,"52",49,23,"You Don't Know Her Like I Do","BRANTLEY GILBERT",40957,100,49,23,20120721,0,7
"13755",55,"59",55,8,"Angel Eyes","LOVE AND THEFT",41062,98,32,20,20120721,0,1
"13756",56,"57",56,12,"Beers Ago","TOBY KEITH",41034,95,52,15,20120721,0,7
"13757",57,"58",57,8,"Tongue Tied","GROUPLOVE",41062,74,42,17,20120721,0,1
"13758",58,"101",58,1,"Blow Me (One Last Kiss)","P!NK",41111,58,5,27,20120721,0,5
"13759",59,"61",48,10,"Too Close","ALEX CLARE",41048,75,7,39,20120721,0,1
"13760",60,"64",60,14,"Take It To The Head","DJ KHALED featuring CHRIS BROWN, RICK ROSS, NICKI MINAJ & LI",41020,63,58,20,20120721,0,1
"13761",61,"63",61,8,"Nobody's Perfect","J. COLE featuring MISSY ELLIOTT",41062,90,61,19,20120721,0,1
"13762",62,"60",51,17,"Leave You Alone","YOUNG JEEZY featuring NE-YO",40999,95,51,20,20120721,0,1
"13763",63,"54",18,20,"Good Girl","CARRIE UNDERWOOD",40978,24,18,20,20120721,0,11
"13764",64,"67",64,4,"Over","BLAKE SHELTON",41090,89,43,18,20120721,0,17
"13765",65,"66",65,8,"Postcard From Paris","THE BAND PERRY",41062,87,60,16,20120721,0,8
"13766",66,"71",66,14,"Little Talks","OF MONSTERS AND MEN",41020,92,49,26,20120721,0,1
"13767",67,"70",67,6,"For You","KEITH URBAN",41076,97,55,18,20120721,0,12
"13768",68,"65",62,7,"How We Do (Party)","RITA ORA",41069,96,62,9,20120721,0,3
"13769",69,"101",69,1,"Truck Yeah","TIM McGRAW",41111,69,57,16,20120721,0,12
"13770",70,"72",70,6,"Chasing The Sun","THE WANTED",41076,93,50,15,20120721,0,4
"13771",71,"68",63,15,"Time Is Love","JOSH TURNER",41013,91,44,25,20120721,0,4
"13772",72,"99",72,2,"The Wind","ZAC BROWN BAND",41104,99,70,11,20120721,0,12
"13773",73,"77",73,5,"Ho Hey","THE LUMINEERS",41083,90,3,62,20120721,0,2
"13774",74,"69",62,17,"HYFR (Hell Yeah Fucking Right)","DRAKE featuring LIL WAYNE",40999,100,62,19,20120721,0,5
"13775",75,"79",75,3,"Dark Side","KELLY CLARKSON",41097,93,42,15,20120721,0,13
"13776",76,"74",74,10,"Why Ya Wanna","JANA KRAMER",41048,97,50,22,20120721,0,3
"13777",77,"76",76,8,"Cowboys And Angels","DUSTIN LYNCH",41062,100,40,22,20120721,0,3
"13778",78,"101",78,1,"I Wish You Would","DJ KHALED featuring KANYE WEST & RICK ROSS",41111,78,78,1,20120721,0,1
"13779",79,"73",32,20,"Fly Over States","JASON ALDEAN",40978,92,32,20,20120721,0,18
"13780",80,"75",24,20,"Birthday Cake","RIHANNA featuring CHRIS BROWN",40978,63,24,20,20120721,0,1
"13781",81,"93",81,2,"Bag Of Money","WALE featuring RICK ROSS, MEEK MILL & T-PAIN",41104,93,64,13,20120721,0,1
"13782",82,"87",82,2,"As Long As You Love Me","JUSTIN BIEBER featuring BIG SEAN",41104,87,6,28,20120721,0,1
"13783",83,"62",42,3,"One More Night","MAROON 5",41097,42,1,42,20120721,0,15
"13784",84,"83",72,18,"Midnight City","M83.",40992,74,72,20,20120721,0,1
"13785",85,"85",85,4,"Hard To Love","LEE BRICE",41090,96,27,23,20120721,0,7
"13786",86,"90",86,4,"Snap Backs & Tattoos","DRIICKY GRAHAM",41090,97,73,13,20120721,0,1
"13787",87,"78",17,14,"Dance Again","JENNIFER LOPEZ featuring PITBULL",41020,27,17,18,20120721,0,3
"13788",88,"101",88,1,"Don't Wake Me Up","CHRIS BROWN",41111,88,10,27,20120721,0,47
"13789",89,"82",80,16,"Crew Love","DRAKE featuring THE WEEKEND",41006,100,80,20,20120721,0,1
"13790",90,"101",90,1,"She's So Mean","MATCHBOX TWENTY",41111,90,40,16,20120721,0,1
"13791",91,"89",89,5,"It's Time","IMAGINE DRAGONS",41083,93,15,47,20120721,0,7
"13792",92,"86",38,5,"My Homies Still","LIL WAYNE featuring BIG SEAN",41083,38,38,13,20120721,0,1
"13793",93,"98",93,3,"Bangarang","SKRILLEX featuring SIRAH",41097,98,83,5,20120721,0,2
"13794",94,"92",86,3,"Amen","MEEK MILL featuring DRAKE",41097,86,57,18,20120721,0,1
"13795",95,"88",51,14,"Right By My Side","NICKI MINAJ featuring CHRIS BROWN",41020,51,51,15,20120721,0,1
"13796",96,"94",91,5,"Glass","THOMPSON SQUARE",41083,100,84,11,20120721,0,5
"13797",97,"101",97,1,"2 Reasons","TREY SONGZ featuring T.I.",41111,97,43,20,20120721,0,1
"13798",98,"84",46,19,"UP!","LOVERANCE featuring IAMSU & SKIPPER or 50 CENT",40985,92,46,20,20120721,0,1
"13799",99,"101",99,1,"Get It Started","PITBULL featuring SHAKIRA",41111,99,89,2,20120721,0,1
"13800",100,"91",53,19,"Ayy Ladies","TRAVIS PORTER featuring TYGA",40985,88,53,19,20120721,0,1
"13801",1,"1",1,19,"Call Me Maybe","CARLY RAE JEPSEN",40978,38,1,50,20120714,0,5
"13802",2,"2",2,11,"Payphone","MAROON 5 featuring WIZ KHALIFA",41034,3,2,31,20120714,0,1
"13803",3,"3",1,26,"Somebody That I Used To Know","GOTYE featuring KIMBRA",40929,91,1,59,20120714,0,1
"13804",4,"4",4,6,"Wide Awake","KATY PERRY",41069,35,2,26,20120714,0,18
"13805",5,"5",5,10,"Where Have You Been","RIHANNA",41041,78,5,25,20120714,0,32
"13806",6,"6",6,27,"Lights","ELLIE GOULDING",40922,99,2,56,20120714,0,8
"13807",7,"7",1,26,"We Are Young","FUN. featuring JANELLE MONAE",40929,88,1,40,20120714,0,1
"13808",8,"8",5,20,"Starships","NICKI MINAJ",40971,9,5,31,20120714,0,57
"13809",9,"12",9,11,"Titanium","DAVID GUETTA featuring SIA",41034,79,7,32,20120714,0,1
"13810",10,"10",10,10,"Scream","USHER",41041,70,9,21,20120714,0,25
"13811",11,"9",4,20,"What Makes You Beautiful","ONE DIRECTION",40971,28,4,34,20120714,0,19
"13812",12,"11",5,23,"Wild Ones","FLO RIDA featuring SIA",40950,100,5,33,20120714,0,1
"13813",13,"13",3,25,"Glad You Came","THE WANTED",40936,85,3,37,20120714,0,4
"13814",14,"18",2,14,"Boyfriend","JUSTIN BIEBER",41013,2,2,20,20120714,0,41
"13815",15,"15",15,13,"Mercy","KANYE WEST, BIG SEAN, PUSHA T, 2 CHAINZ",41020,38,13,32,20120714,0,1
"13816",16,"14",11,12,"Back In Time","PITBULL",41027,83,11,19,20120714,0,28
"13817",17,"16",16,17,"Drunk On You","LUKE BRYAN",40992,99,16,23,20120714,0,16
"13818",18,"101",18,1,"Good Time","OWL CITY & CARLY RAE JEPSEN",41104,18,8,24,20120714,0,1
"13819",19,"19",10,25,"Drive By","TRAIN",40936,60,10,36,20120714,0,13
"13820",20,"58",20,3,"Whistle","FLO RIDA",41090,86,1,25,20120714,0,14
"13821",21,"24",21,16,"Everybody Talks","NEON TREES",40999,74,6,39,20120714,0,4
"13822",22,"25",22,13,"Give Your Heart A Break","DEMI LOVATO",41020,70,16,32,20120714,0,10
"13823",23,"23",8,26,"I Won't Give Up","JASON MRAZ",40929,8,8,44,20120714,0,3
"13824",24,"17",16,17,"Brokenhearted","KARMIN",40992,84,16,22,20120714,0,3
"13825",25,"27",25,7,"The Fighter","GYM CLASS HEROES featuring RYAN TEDDER",41062,95,25,15,20120714,0,1
"13826",26,"20",19,18,"Springsteen","ERIC CHURCH",40985,79,19,22,20120714,0,13
"13827",27,"26",26,7,"Come Over","KENNY CHESNEY",41062,59,23,20,20120714,0,13
"13828",28,"21",1,26,"Stronger (What Doesn't Kill You)","KELLY CLARKSON",40929,58,1,35,20120714,0,13
"13829",29,"22",12,21,"Feel So Close","CALVIN HARRIS",40964,90,12,26,20120714,0,9
"13830",30,"29",29,16,"Even If It Breaks Your Heart","ELI YOUNG BAND",40999,91,29,20,20120714,0,4
"13831",31,"35",31,7,"Let's Go","CALVIN HARRIS featuring NE-YO",41062,89,17,19,20120714,0,1
"13832",32,"32",32,19,"Some Nights","FUN.",40978,62,3,56,20120714,0,3
"13833",33,"28",17,10,"WorkHard, Play Hard","WIZ KHALIFA",41041,17,17,20,20120714,0,27
"13834",34,"37",34,8,"5-1-5-0","DIRKS BENTLEY",41055,94,33,20,20120714,0,1
"13835",35,"51",35,3,"Want U Back","CHER LLOYD",41090,75,12,20,20120714,0,3
"13836",36,"30",14,33,"The Motto","DRAKE featuring LIL WAYNE",40880,18,14,35,20120714,0,5
"13837",37,"33",1,20,"Part Of Me","KATY PERRY",40971,1,1,22,20120714,0,18
"13838",38,"38",38,12,"We Run The Night","HAVANA BROWN featuring PITBULL",41027,96,26,20,20120714,0,1
"13839",39,"36",36,12,"Cashin Out","CA$HOUT",41027,81,36,20,20120714,0,0
"13840",40,"40",40,8,"No Lie","2 CHAINZ featuring DRAKE",41055,45,24,26,20120714,0,2
"13841",41,"39",39,13,"One Thing","ONE DIRECTION",41020,75,39,19,20120714,0,19
"13842",42,"46",42,12,"Heart Attack","TREY SONGZ",41027,99,35,25,20120714,0,21
"13843",43,"31",7,33,"Take Care","DRAKE featuring RIHANNA",40880,9,7,34,20120714,0,1
"13844",44,"34",28,21,"Drank In My Cup","KIRKO BANGZ",40964,96,28,22,20120714,0,2
"13845",45,"48",44,13,"(Kissed You) Good Night","GLORIANA",41020,97,34,20,20120714,0,2
"13846",46,"54",18,9,"Both Of Us","B.O.B featuring TAYLOR SWIFT",41048,18,18,19,20120714,0,1
"13847",47,"43",17,19,"Climax","USHER",40978,81,17,20,20120714,0,25
"13848",48,"44",1,41,"We Found Love","RIHANNA featuring CALVIN HARRIS",40824,16,1,41,20120714,0,1
"13849",49,"55",49,4,"Pontoon","LITTLE BIG TOWN",41083,51,22,20,20120714,0,6
"13850",50,"45",1,66,"Party Rock Anthem","LMFAO featuring LAUREN BENNETT & GOONROCK",40649,88,1,67,20120714,0,1
"13851",51,"53",30,11,"Burn It Down","LINKIN PARK",41034,30,30,23,20120714,0,6
"13852",52,"50",49,22,"You Don't Know Her Like I Do","BRANTLEY GILBERT",40957,100,49,23,20120714,0,7
"13853",53,"56",53,5,"Lemme See","USHER featuring RICK ROSS",41076,94,46,19,20120714,0,1
"13854",54,"41",18,19,"Good Girl","CARRIE UNDERWOOD",40978,24,18,20,20120714,0,11
"13855",55,"52",48,13,"Beez In The Trap","NICKI MINAJ featuring 2 CHAINZ",41020,78,48,20,20120714,0,1
"13856",56,"60",56,10,"Wanted","HUNTER HAYES",41041,99,16,46,20120714,0,6
"13857",57,"59",57,11,"Beers Ago","TOBY KEITH",41034,95,52,15,20120714,0,7
"13858",58,"57",57,7,"Tongue Tied","GROUPLOVE",41062,74,42,17,20120714,0,1
"13859",59,"63",59,7,"Angel Eyes","LOVE AND THEFT",41062,98,32,20,20120714,0,1
"13860",60,"61",51,16,"Leave You Alone","YOUNG JEEZY featuring NE-YO",40999,95,51,20,20120714,0,1
"13861",61,"64",48,9,"Too Close","ALEX CLARE",41048,75,7,39,20120714,0,1
"13862",62,"42",42,2,"One More Night","MAROON 5",41097,42,1,42,20120714,0,15
"13863",63,"65",63,7,"Nobody's Perfect","J. COLE featuring MISSY ELLIOTT",41062,90,61,19,20120714,0,1
"13864",64,"68",63,13,"Take It To The Head","DJ KHALED featuring CHRIS BROWN, RICK ROSS, NICKI MINAJ & LI",41020,63,58,20,20120714,0,1
"13865",65,"62",62,6,"How We Do (Party)","RITA ORA",41069,96,62,9,20120714,0,3
"13866",66,"70",66,7,"Postcard From Paris","THE BAND PERRY",41062,87,60,16,20120714,0,8
"13867",67,"76",67,3,"Over","BLAKE SHELTON",41090,89,43,18,20120714,0,17
"13868",68,"69",63,14,"Time Is Love","JOSH TURNER",41013,91,44,25,20120714,0,4
"13869",69,"66",62,16,"HYFR (Hell Yeah Fucking Right)","DRAKE featuring LIL WAYNE",40999,100,62,19,20120714,0,5
