"","pos","last.week","peak","weeks.on.chart","title","artist","chart.entry.date","entry.position","overall.peak","overall.weeks.on.chart","chart.date","concurrent.count","artist.relevancy"
"13870",70,"78",70,5,"For You","KEITH URBAN",41076,97,55,18,20120714,0,12
"13871",71,"73",71,13,"Little Talks","OF MONSTERS AND MEN",41020,92,49,26,20120714,0,1
"13872",72,"75",72,5,"Chasing The Sun","THE WANTED",41076,93,50,15,20120714,0,4
"13873",73,"71",32,19,"Fly Over States","JASON ALDEAN",40978,92,32,20,20120714,0,18
"13874",74,"77",74,9,"Why Ya Wanna","JANA KRAMER",41048,97,50,22,20120714,0,3
"13875",75,"67",24,19,"Birthday Cake","RIHANNA featuring CHRIS BROWN",40978,63,24,20,20120714,0,1
"13876",76,"79",76,7,"Cowboys And Angels","DUSTIN LYNCH",41062,100,40,22,20120714,0,3
"13877",77,"74",73,4,"Ho Hey","THE LUMINEERS",41083,90,3,62,20120714,0,2
"13878",78,"80",17,13,"Dance Again","JENNIFER LOPEZ featuring PITBULL",41020,27,17,18,20120714,0,3
"13879",79,"93",79,2,"Dark Side","KELLY CLARKSON",41097,93,42,15,20120714,0,13
"13880",80,"101",80,1,"Wipe Your Eyes","MAROON 5",41104,80,80,1,20120714,0,15
"13881",81,"101",81,1,"Promises","NERO",41104,81,81,1,20120714,0,1
"13882",82,"82",80,15,"Crew Love","DRAKE featuring THE WEEKEND",41006,100,80,20,20120714,0,1
"13883",83,"83",72,17,"Midnight City","M83.",40992,74,72,20,20120714,0,1
"13884",84,"81",46,18,"UP!","LOVERANCE featuring IAMSU & SKIPPER or 50 CENT",40985,92,46,20,20120714,0,1
"13885",85,"88",85,3,"Hard To Love","LEE BRICE",41090,96,27,23,20120714,0,7
"13886",86,"85",38,4,"My Homies Still","LIL WAYNE featuring BIG SEAN",41083,38,38,13,20120714,0,1
"13887",87,"101",87,1,"As Long As You Love Me","JUSTIN BIEBER featuring BIG SEAN",41104,87,6,28,20120714,0,1
"13888",88,"84",51,13,"Right By My Side","NICKI MINAJ featuring CHRIS BROWN",41020,51,51,15,20120714,0,1
"13889",89,"89",89,4,"It's Time","IMAGINE DRAGONS",41083,93,15,47,20120714,0,7
"13890",90,"92",90,3,"Snap Backs & Tattoos","DRIICKY GRAHAM",41090,97,73,13,20120714,0,1
"13891",91,"87",53,18,"Ayy Ladies","TRAVIS PORTER featuring TYGA",40985,88,53,19,20120714,0,1
"13892",92,"86",86,2,"Amen","MEEK MILL featuring DRAKE",41097,86,57,18,20120714,0,1
"13893",93,"101",93,1,"Bag Of Money","WALE featuring RICK ROSS, MEEK MILL & T-PAIN",41104,93,64,13,20120714,0,1
"13894",94,"91",91,4,"Glass","THOMPSON SQUARE",41083,100,84,11,20120714,0,5
"13895",95,"101",95,1,"Lost In The Echo","LINKIN PARK",41104,95,95,1,20120714,0,6
"13896",96,"101",96,1,"All Around The World","JUSTIN BIEBER featuring LUDACRIS",41104,96,96,1,20120714,0,2
"13897",97,"101",97,1,"Windows Down","BTR",41104,97,97,1,20120714,0,1
"13898",98,"98",98,2,"Bangarang","SKRILLEX featuring SIRAH",41097,98,83,5,20120714,0,2
"13899",99,"101",99,1,"The Wind","ZAC BROWN BAND",41104,99,70,11,20120714,0,12
"13900",100,"94",10,20,"Turn Up The Music","CHRIS BROWN",40971,10,10,20,20120714,0,47
"13901",1,"1",1,18,"Call Me Maybe","CARLY RAE JEPSEN",40978,38,1,50,20120707,0,5
"13902",2,"3",2,10,"Payphone","MAROON 5 featuring WIZ KHALIFA",41034,3,2,31,20120707,0,1
"13903",3,"2",1,25,"Somebody That I Used To Know","GOTYE featuring KIMBRA",40929,91,1,59,20120707,0,1
"13904",4,"4",4,5,"Wide Awake","KATY PERRY",41069,35,2,26,20120707,0,18
"13905",5,"8",5,9,"Where Have You Been","RIHANNA",41041,78,5,25,20120707,0,32
"13906",6,"12",6,26,"Lights","ELLIE GOULDING",40922,99,2,56,20120707,0,8
"13907",7,"5",1,25,"We Are Young","FUN. featuring JANELLE MONAE",40929,88,1,40,20120707,0,1
"13908",8,"7",5,19,"Starships","NICKI MINAJ",40971,9,5,31,20120707,0,57
"13909",9,"6",4,19,"What Makes You Beautiful","ONE DIRECTION",40971,28,4,34,20120707,0,19
"13910",10,"11",10,9,"Scream","USHER",41041,70,9,21,20120707,0,25
"13911",11,"9",5,22,"Wild Ones","FLO RIDA featuring SIA",40950,100,5,33,20120707,0,1
"13912",12,"15",12,10,"Titanium","DAVID GUETTA featuring SIA",41034,79,7,32,20120707,0,1
"13913",13,"13",3,24,"Glad You Came","THE WANTED",40936,85,3,37,20120707,0,4
"13914",14,"14",11,11,"Back In Time","PITBULL",41027,83,11,19,20120707,0,28
"13915",15,"19",15,12,"Mercy","KANYE WEST, BIG SEAN, PUSHA T, 2 CHAINZ",41020,38,13,32,20120707,0,1
"13916",16,"16",16,16,"Drunk On You","LUKE BRYAN",40992,99,16,23,20120707,0,16
"13917",17,"18",16,16,"Brokenhearted","KARMIN",40992,84,16,22,20120707,0,3
"13918",18,"10",2,13,"Boyfriend","JUSTIN BIEBER",41013,2,2,20,20120707,0,41
"13919",19,"17",10,24,"Drive By","TRAIN",40936,60,10,36,20120707,0,13
"13920",20,"20",19,17,"Springsteen","ERIC CHURCH",40985,79,19,22,20120707,0,13
"13921",21,"22",1,25,"Stronger (What Doesn't Kill You)","KELLY CLARKSON",40929,58,1,35,20120707,0,13
"13922",22,"23",12,20,"Feel So Close","CALVIN HARRIS",40964,90,12,26,20120707,0,9
"13923",23,"25",8,25,"I Won't Give Up","JASON MRAZ",40929,8,8,44,20120707,0,3
"13924",24,"24",24,15,"Everybody Talks","NEON TREES",40999,74,6,39,20120707,0,4
"13925",25,"26",25,12,"Give Your Heart A Break","DEMI LOVATO",41020,70,16,32,20120707,0,10
"13926",26,"30",26,6,"Come Over","KENNY CHESNEY",41062,59,23,20,20120707,0,13
"13927",27,"28",27,6,"The Fighter","GYM CLASS HEROES featuring RYAN TEDDER",41062,95,25,15,20120707,0,1
"13928",28,"29",17,9,"WorkHard, Play Hard","WIZ KHALIFA",41041,17,17,20,20120707,0,27
"13929",29,"33",29,15,"Even If It Breaks Your Heart","ELI YOUNG BAND",40999,91,29,20,20120707,0,4
"13930",30,"27",14,32,"The Motto","DRAKE featuring LIL WAYNE",40880,18,14,35,20120707,0,5
"13931",31,"32",7,32,"Take Care","DRAKE featuring RIHANNA",40880,9,7,34,20120707,0,1
"13932",32,"41",32,18,"Some Nights","FUN.",40978,62,3,56,20120707,0,3
"13933",33,"34",1,19,"Part Of Me","KATY PERRY",40971,1,1,22,20120707,0,18
"13934",34,"31",28,20,"Drank In My Cup","KIRKO BANGZ",40964,96,28,22,20120707,0,2
"13935",35,"44",35,6,"Let's Go","CALVIN HARRIS featuring NE-YO",41062,89,17,19,20120707,0,1
"13936",36,"37",36,11,"Cashin Out","CA$HOUT",41027,81,36,20,20120707,0,0
"13937",37,"40",37,7,"5-1-5-0","DIRKS BENTLEY",41055,94,33,20,20120707,0,1
"13938",38,"48",38,11,"We Run The Night","HAVANA BROWN featuring PITBULL",41027,96,26,20,20120707,0,1
"13939",39,"47",39,12,"One Thing","ONE DIRECTION",41020,75,39,19,20120707,0,19
"13940",40,"58",40,7,"No Lie","2 CHAINZ featuring DRAKE",41055,45,24,26,20120707,0,2
"13941",41,"35",18,18,"Good Girl","CARRIE UNDERWOOD",40978,24,18,20,20120707,0,11
"13942",42,"101",42,1,"One More Night","MAROON 5",41097,42,1,42,20120707,0,15
"13943",43,"36",17,18,"Climax","USHER",40978,81,17,20,20120707,0,25
"13944",44,"46",1,40,"We Found Love","RIHANNA featuring CALVIN HARRIS",40824,16,1,41,20120707,0,1
"13945",45,"45",1,65,"Party Rock Anthem","LMFAO featuring LAUREN BENNETT & GOONROCK",40649,88,1,67,20120707,0,1
"13946",46,"52",46,11,"Heart Attack","TREY SONGZ",41027,99,35,25,20120707,0,21
"13947",47,"39",29,20,"Somethin' 'Bout A Truck","KIP MOORE",40964,89,29,20,20120707,0,3
"13948",48,"51",44,12,"(Kissed You) Good Night","GLORIANA",41020,97,34,20,20120707,0,2
"13949",49,"43",1,33,"Set Fire To The Rain","ADELE",40873,89,1,33,20120707,0,6
"13950",50,"49",49,21,"You Don't Know Her Like I Do","BRANTLEY GILBERT",40957,100,49,23,20120707,0,7
"13951",51,"75",51,2,"Want U Back","CHER LLOYD",41090,75,12,20,20120707,0,3
"13952",52,"54",48,12,"Beez In The Trap","NICKI MINAJ featuring 2 CHAINZ",41020,78,48,20,20120707,0,1
"13953",53,"64",30,10,"Burn It Down","LINKIN PARK",41034,30,30,23,20120707,0,6
"13954",54,"56",18,8,"Both Of Us","B.O.B featuring TAYLOR SWIFT",41048,18,18,19,20120707,0,1
"13955",55,"55",51,3,"Pontoon","LITTLE BIG TOWN",41083,51,22,20,20120707,0,6
"13956",56,"61",56,4,"Lemme See","USHER featuring RICK ROSS",41076,94,46,19,20120707,0,1
"13957",57,"60",57,6,"Tongue Tied","GROUPLOVE",41062,74,42,17,20120707,0,1
"13958",58,"86",58,2,"Whistle","FLO RIDA",41090,86,1,25,20120707,0,14
"13959",59,"57",57,10,"Beers Ago","TOBY KEITH",41034,95,52,15,20120707,0,7
"13960",60,"59",59,9,"Wanted","HUNTER HAYES",41041,99,16,46,20120707,0,6
"13961",61,"62",51,15,"Leave You Alone","YOUNG JEEZY featuring NE-YO",40999,95,51,20,20120707,0,1
"13962",62,"68",62,5,"How We Do (Party)","RITA ORA",41069,96,62,9,20120707,0,3
"13963",63,"65",63,6,"Angel Eyes","LOVE AND THEFT",41062,98,32,20,20120707,0,1
"13964",64,"67",48,8,"Too Close","ALEX CLARE",41048,75,7,39,20120707,0,1
"13965",65,"71",65,6,"Nobody's Perfect","J. COLE featuring MISSY ELLIOTT",41062,90,61,19,20120707,0,1
"13966",66,"66",62,15,"HYFR (Hell Yeah Fucking Right)","DRAKE featuring LIL WAYNE",40999,100,62,19,20120707,0,5
"13967",67,"53",24,18,"Birthday Cake","RIHANNA featuring CHRIS BROWN",40978,63,24,20,20120707,0,1
"13968",68,"72",63,12,"Take It To The Head","DJ KHALED featuring CHRIS BROWN, RICK ROSS, NICKI MINAJ & LI",41020,63,58,20,20120707,0,1
"13969",69,"63",63,13,"Time Is Love","JOSH TURNER",41013,91,44,25,20120707,0,4
"13970",70,"70",70,6,"Postcard From Paris","THE BAND PERRY",41062,87,60,16,20120707,0,8
"13971",71,"69",32,18,"Fly Over States","JASON ALDEAN",40978,92,32,20,20120707,0,18
"13972",72,"101",72,1,"Beauty And A Beat","JUSTIN BIEBER featuring NICKI MINAJ",41097,72,72,1,20120707,0,1
"13973",73,"79",73,12,"Little Talks","OF MONSTERS AND MEN",41020,92,49,26,20120707,0,1
"13974",74,"73",73,3,"Ho Hey","THE LUMINEERS",41083,90,3,62,20120707,0,2
"13975",75,"81",75,4,"Chasing The Sun","THE WANTED",41076,93,50,15,20120707,0,4
"13976",76,"89",76,2,"Over","BLAKE SHELTON",41090,89,43,18,20120707,0,17
"13977",77,"83",74,8,"Why Ya Wanna","JANA KRAMER",41048,97,50,22,20120707,0,3
"13978",78,"78",78,4,"For You","KEITH URBAN",41076,97,55,18,20120707,0,12
"13979",79,"82",79,6,"Cowboys And Angels","DUSTIN LYNCH",41062,100,40,22,20120707,0,3
"13980",80,"76",17,12,"Dance Again","JENNIFER LOPEZ featuring PITBULL",41020,27,17,18,20120707,0,3
"13981",81,"77",46,17,"UP!","LOVERANCE featuring IAMSU & SKIPPER or 50 CENT",40985,92,46,20,20120707,0,1
"13982",82,"85",80,14,"Crew Love","DRAKE featuring THE WEEKEND",41006,100,80,20,20120707,0,1
"13983",83,"88",72,16,"Midnight City","M83.",40992,74,72,20,20120707,0,1
"13984",84,"84",51,12,"Right By My Side","NICKI MINAJ featuring CHRIS BROWN",41020,51,51,15,20120707,0,1
"13985",85,"74",38,3,"My Homies Still","LIL WAYNE featuring BIG SEAN",41083,38,38,13,20120707,0,1
"13986",86,"101",86,1,"Amen","MEEK MILL featuring DRAKE",41097,86,57,18,20120707,0,1
"13987",87,"87",53,17,"Ayy Ladies","TRAVIS PORTER featuring TYGA",40985,88,53,19,20120707,0,1
"13988",88,"96",88,2,"Hard To Love","LEE BRICE",41090,96,27,23,20120707,0,7
"13989",89,"92",89,3,"It's Time","IMAGINE DRAGONS",41083,93,15,47,20120707,0,7
"13990",90,"80",50,16,"No Hurry","ZAC BROWN BAND",40992,96,50,16,20120707,0,12
"13991",91,"95",91,3,"Glass","THOMPSON SQUARE",41083,100,84,11,20120707,0,5
"13992",92,"97",92,2,"Snap Backs & Tattoos","DRIICKY GRAHAM",41090,97,73,13,20120707,0,1
"13993",93,"101",93,1,"Dark Side","KELLY CLARKSON",41097,93,42,15,20120707,0,13
"13994",94,"100",10,19,"Turn Up The Music","CHRIS BROWN",40971,10,10,20,20120707,0,47
"13995",95,"101",95,1,"Right Here","JUSTIN BIEBER featuring DRAKE",41097,95,95,1,20120707,0,1
"13996",96,"98",96,2,"Ai Se Eu te Pego","MICHEL TELO",41090,98,96,2,20120707,0,2
"13997",97,"99",97,3,"Gold On The Ceiling","THE BLACK KEYS",41083,97,97,3,20120707,0,4
"13998",98,"101",98,1,"Bangarang","SKRILLEX featuring SIRAH",41097,98,83,5,20120707,0,2
"13999",99,"94",11,18,"So Good","B.O.B",40978,11,11,18,20120707,0,19
"14000",100,"101",100,1,"Lovin' You Is Fun","EASTON CORBIN",41097,100,100,1,20120707,0,5
"14001",1,"1",1,17,"Call Me Maybe","CARLY RAE JEPSEN",40978,38,1,50,20120630,0,5
"14002",2,"2",1,24,"Somebody That I Used To Know","GOTYE featuring KIMBRA",40929,91,1,59,20120630,0,1
"14003",3,"3",2,9,"Payphone","MAROON 5 featuring WIZ KHALIFA",41034,3,2,31,20120630,0,1
"14004",4,"9",4,4,"Wide Awake","KATY PERRY",41069,35,2,26,20120630,0,18
"14005",5,"4",1,24,"We Are Young","FUN. featuring JANELLE MONAE",40929,88,1,40,20120630,0,1
"14006",6,"5",4,18,"What Makes You Beautiful","ONE DIRECTION",40971,28,4,34,20120630,0,19
"14007",7,"6",5,18,"Starships","NICKI MINAJ",40971,9,5,31,20120630,0,57
"14008",8,"8",8,8,"Where Have You Been","RIHANNA",41041,78,5,25,20120630,0,32
"14009",9,"7",5,21,"Wild Ones","FLO RIDA featuring SIA",40950,100,5,33,20120630,0,1
"14010",10,"10",2,12,"Boyfriend","JUSTIN BIEBER",41013,2,2,20,20120630,0,41
"14011",11,"14",11,8,"Scream","USHER",41041,70,9,21,20120630,0,25
"14012",12,"13",12,25,"Lights","ELLIE GOULDING",40922,99,2,56,20120630,0,8
"14013",13,"11",3,23,"Glad You Came","THE WANTED",40936,85,3,37,20120630,0,4
"14014",14,"12",11,10,"Back In Time","PITBULL",41027,83,11,19,20120630,0,28
"14015",15,"18",15,9,"Titanium","DAVID GUETTA featuring SIA",41034,79,7,32,20120630,0,1
"14016",16,"16",16,15,"Drunk On You","LUKE BRYAN",40992,99,16,23,20120630,0,16
"14017",17,"15",10,23,"Drive By","TRAIN",40936,60,10,36,20120630,0,13
"14018",18,"17",16,15,"Brokenhearted","KARMIN",40992,84,16,22,20120630,0,3
"14019",19,"21",19,11,"Mercy","KANYE WEST, BIG SEAN, PUSHA T, 2 CHAINZ",41020,38,13,32,20120630,0,1
"14020",20,"20",19,16,"Springsteen","ERIC CHURCH",40985,79,19,22,20120630,0,13
"14021",21,"101",21,1,"As Long As You Love Me","JUSTIN BIEBER featuring BIG SEAN",41090,21,21,1,20120630,0,1
"14022",22,"19",1,24,"Stronger (What Doesn't Kill You)","KELLY CLARKSON",40929,58,1,35,20120630,0,13
"14023",23,"23",12,19,"Feel So Close","CALVIN HARRIS",40964,90,12,26,20120630,0,9
"14024",24,"30",24,14,"Everybody Talks","NEON TREES",40999,74,6,39,20120630,0,4
"14025",25,"26",8,24,"I Won't Give Up","JASON MRAZ",40929,8,8,44,20120630,0,3
"14026",26,"34",26,11,"Give Your Heart A Break","DEMI LOVATO",41020,70,16,32,20120630,0,10
"14027",27,"24",14,31,"The Motto","DRAKE featuring LIL WAYNE",40880,18,14,35,20120630,0,5
"14028",28,"36",28,5,"The Fighter","GYM CLASS HEROES featuring RYAN TEDDER",41062,95,25,15,20120630,0,1
"14029",29,"29",17,8,"WorkHard, Play Hard","WIZ KHALIFA",41041,17,17,20,20120630,0,27
"14030",30,"32",30,5,"Come Over","KENNY CHESNEY",41062,59,23,20,20120630,0,13
"14031",31,"28",28,19,"Drank In My Cup","KIRKO BANGZ",40964,96,28,22,20120630,0,2
"14032",32,"25",7,31,"Take Care","DRAKE featuring RIHANNA",40880,9,7,34,20120630,0,1
"14033",33,"39",33,14,"Even If It Breaks Your Heart","ELI YOUNG BAND",40999,91,29,20,20120630,0,4
"14034",34,"31",1,18,"Part Of Me","KATY PERRY",40971,1,1,22,20120630,0,18
"14035",35,"27",18,17,"Good Girl","CARRIE UNDERWOOD",40978,24,18,20,20120630,0,11
"14036",36,"40",17,17,"Climax","USHER",40978,81,17,20,20120630,0,25
"14037",37,"37",37,10,"Cashin Out","CA$HOUT",41027,81,36,20,20120630,0,0
"14038",38,"33",16,18,"Rumour Has It","ADELE",40971,67,16,18,20120630,0,6
"14039",39,"35",29,19,"Somethin' 'Bout A Truck","KIP MOORE",40964,89,29,20,20120630,0,3
"14040",40,"48",40,6,"5-1-5-0","DIRKS BENTLEY",41055,94,33,20,20120630,0,1
"14041",41,"47",41,17,"Some Nights","FUN.",40978,62,3,56,20120630,0,3
"14042",42,"41",33,22,"Faded","TYGA featuring LIL WAYNE",40943,52,33,22,20120630,0,1
"14043",43,"43",1,32,"Set Fire To The Rain","ADELE",40873,89,1,33,20120630,0,6
"14044",44,"58",44,5,"Let's Go","CALVIN HARRIS featuring NE-YO",41062,89,17,19,20120630,0,1
"14045",45,"45",1,64,"Party Rock Anthem","LMFAO featuring LAUREN BENNETT & GOONROCK",40649,88,1,67,20120630,0,1
"14046",46,"42",1,39,"We Found Love","RIHANNA featuring CALVIN HARRIS",40824,16,1,41,20120630,0,1
"14047",47,"54",47,11,"One Thing","ONE DIRECTION",41020,75,39,19,20120630,0,19
"14048",48,"53",48,10,"We Run The Night","HAVANA BROWN featuring PITBULL",41027,96,26,20,20120630,0,1
"14049",49,"50",49,20,"You Don't Know Her Like I Do","BRANTLEY GILBERT",40957,100,49,23,20120630,0,7
"14050",50,"46",1,42,"Sexy And I Know It","LMFAO",40803,76,1,42,20120630,0,6
"14051",51,"55",44,11,"(Kissed You) Good Night","GLORIANA",41020,97,34,20,20120630,0,2
"14052",52,"56",52,10,"Heart Attack","TREY SONGZ",41027,99,35,25,20120630,0,21
"14053",53,"44",24,17,"Birthday Cake","RIHANNA featuring CHRIS BROWN",40978,63,24,20,20120630,0,1
"14054",54,"52",48,11,"Beez In The Trap","NICKI MINAJ featuring 2 CHAINZ",41020,78,48,20,20120630,0,1
"14055",55,"51",51,2,"Pontoon","LITTLE BIG TOWN",41083,51,22,20,20120630,0,6
"14056",56,"68",18,7,"Both Of Us","B.O.B featuring TAYLOR SWIFT",41048,18,18,19,20120630,0,1
"14057",57,"59",57,9,"Beers Ago","TOBY KEITH",41034,95,52,15,20120630,0,7
"14058",58,"67",45,6,"No Lie","2 CHAINZ featuring DRAKE",41055,45,24,26,20120630,0,2
"14059",59,"61",59,8,"Wanted","HUNTER HAYES",41041,99,16,46,20120630,0,6
"14060",60,"64",60,5,"Tongue Tied","GROUPLOVE",41062,74,42,17,20120630,0,1
"14061",61,"80",61,3,"Lemme See","USHER featuring RICK ROSS",41076,94,46,19,20120630,0,1
"14062",62,"60",51,14,"Leave You Alone","YOUNG JEEZY featuring NE-YO",40999,95,51,20,20120630,0,1
"14063",63,"78",63,12,"Time Is Love","JOSH TURNER",41013,91,44,25,20120630,0,4
"14064",64,"66",30,9,"Burn It Down","LINKIN PARK",41034,30,30,23,20120630,0,6
"14065",65,"69",65,5,"Angel Eyes","LOVE AND THEFT",41062,98,32,20,20120630,0,1
"14066",66,"62",62,14,"HYFR (Hell Yeah Fucking Right)","DRAKE featuring LIL WAYNE",40999,100,62,19,20120630,0,5
"14067",67,"75",48,7,"Too Close","ALEX CLARE",41048,75,7,39,20120630,0,1
"14068",68,"85",68,4,"How We Do (Party)","RITA ORA",41069,96,62,9,20120630,0,3
"14069",69,"57",32,17,"Fly Over States","JASON ALDEAN",40978,92,32,20,20120630,0,18
"14070",70,"70",70,5,"Postcard From Paris","THE BAND PERRY",41062,87,60,16,20120630,0,8
"14071",71,"73",71,5,"Nobody's Perfect","J. COLE featuring MISSY ELLIOTT",41062,90,61,19,20120630,0,1
"14072",72,"71",63,11,"Take It To The Head","DJ KHALED featuring CHRIS BROWN, RICK ROSS, NICKI MINAJ & LI",41020,63,58,20,20120630,0,1
"14073",73,"90",73,2,"Ho Hey","THE LUMINEERS",41083,90,3,62,20120630,0,2
"14074",74,"38",38,2,"My Homies Still","LIL WAYNE featuring BIG SEAN",41083,38,38,13,20120630,0,1
"14075",75,"101",75,1,"Want U Back","CHER LLOYD",41090,75,12,20,20120630,0,3
"14076",76,"65",17,11,"Dance Again","JENNIFER LOPEZ featuring PITBULL",41020,27,17,18,20120630,0,3
"14077",77,"76",46,16,"UP!","LOVERANCE featuring IAMSU & SKIPPER or 50 CENT",40985,92,46,20,20120630,0,1
"14078",78,"83",78,3,"For You","KEITH URBAN",41076,97,55,18,20120630,0,12
"14079",79,"79",79,11,"Little Talks","OF MONSTERS AND MEN",41020,92,49,26,20120630,0,1
"14080",80,"63",50,15,"No Hurry","ZAC BROWN BAND",40992,96,50,16,20120630,0,12
"14081",81,"91",81,3,"Chasing The Sun","THE WANTED",41076,93,50,15,20120630,0,4
"14082",82,"86",82,5,"Cowboys And Angels","DUSTIN LYNCH",41062,100,40,22,20120630,0,3
"14083",83,"74",74,7,"Why Ya Wanna","JANA KRAMER",41048,97,50,22,20120630,0,3
"14084",84,"81",51,11,"Right By My Side","NICKI MINAJ featuring CHRIS BROWN",41020,51,51,15,20120630,0,1
"14085",85,"82",80,13,"Crew Love","DRAKE featuring THE WEEKEND",41006,100,80,20,20120630,0,1
"14086",86,"101",86,1,"Whistle","FLO RIDA",41090,86,1,25,20120630,0,14
"14087",87,"77",53,16,"Ayy Ladies","TRAVIS PORTER featuring TYGA",40985,88,53,19,20120630,0,1
"14088",88,"88",72,15,"Midnight City","M83.",40992,74,72,20,20120630,0,1
"14089",89,"101",89,1,"Over","BLAKE SHELTON",41090,89,43,18,20120630,0,17
"14090",90,"22",22,2,"All Around The World","JUSTIN BIEBER featuring LUDACRIS",41083,22,22,2,20120630,0,2
"14091",91,"101",91,1,"She's So Mean","MATCHBOX TWENTY",41090,91,91,1,20120630,0,1
"14092",92,"93",92,2,"It's Time","IMAGINE DRAGONS",41083,93,15,47,20120630,0,7
"14093",93,"87",19,13,"Eyes Open","TAYLOR SWIFT",41006,19,19,13,20120630,0,49
"14094",94,"84",11,17,"So Good","B.O.B",40978,11,11,18,20120630,0,19
"14095",95,"100",95,2,"Glass","THOMPSON SQUARE",41083,100,84,11,20120630,0,5
"14096",96,"101",96,1,"Hard To Love","LEE BRICE",41090,96,27,23,20120630,0,7
"14097",97,"101",97,1,"Snap Backs & Tattoos","DRIICKY GRAHAM",41090,97,73,13,20120630,0,1
"14098",98,"101",98,1,"Ai Se Eu te Pego","MICHEL TELO",41090,98,96,2,20120630,0,2
"14099",99,"97",97,2,"Gold On The Ceiling","THE BLACK KEYS",41083,97,97,3,20120630,0,4
"14100",100,"89",10,18,"Turn Up The Music","CHRIS BROWN",40971,10,10,20,20120630,0,47
"14101",1,"2",1,16,"Call Me Maybe","CARLY RAE JEPSEN",40978,38,1,50,20120623,0,5
"14102",2,"1",1,23,"Somebody That I Used To Know","GOTYE featuring KIMBRA",40929,91,1,59,20120623,0,1
"14103",3,"3",2,8,"Payphone","MAROON 5 featuring WIZ KHALIFA",41034,3,2,31,20120623,0,1
"14104",4,"4",1,23,"We Are Young","FUN. featuring JANELLE MONAE",40929,88,1,40,20120623,0,1
"14105",5,"6",4,17,"What Makes You Beautiful","ONE DIRECTION",40971,28,4,34,20120623,0,19
"14106",6,"5",5,17,"Starships","NICKI MINAJ",40971,9,5,31,20120623,0,57
"14107",7,"7",5,20,"Wild Ones","FLO RIDA featuring SIA",40950,100,5,33,20120623,0,1
"14108",8,"9",8,7,"Where Have You Been","RIHANNA",41041,78,5,25,20120623,0,32
"14109",9,"19",9,3,"Wide Awake","KATY PERRY",41069,35,2,26,20120623,0,18
"14110",10,"8",2,11,"Boyfriend","JUSTIN BIEBER",41013,2,2,20,20120623,0,41
"14111",11,"10",3,22,"Glad You Came","THE WANTED",40936,85,3,37,20120623,0,4
"14112",12,"11",11,9,"Back In Time","PITBULL",41027,83,11,19,20120623,0,28
"14113",13,"14",13,24,"Lights","ELLIE GOULDING",40922,99,2,56,20120623,0,8
"14114",14,"13",13,7,"Scream","USHER",41041,70,9,21,20120623,0,25
"14115",15,"12",10,22,"Drive By","TRAIN",40936,60,10,36,20120623,0,13
"14116",16,"16",16,14,"Drunk On You","LUKE BRYAN",40992,99,16,23,20120623,0,16
"14117",17,"18",16,14,"Brokenhearted","KARMIN",40992,84,16,22,20120623,0,3
"14118",18,"21",18,8,"Titanium","DAVID GUETTA featuring SIA",41034,79,7,32,20120623,0,1
"14119",19,"15",1,23,"Stronger (What Doesn't Kill You)","KELLY CLARKSON",40929,58,1,35,20120623,0,13
"14120",20,"20",19,15,"Springsteen","ERIC CHURCH",40985,79,19,22,20120623,0,13
"14121",21,"23",21,10,"Mercy","KANYE WEST, BIG SEAN, PUSHA T, 2 CHAINZ",41020,38,13,32,20120623,0,1
"14122",22,"101",22,1,"All Around The World","JUSTIN BIEBER featuring LUDACRIS",41083,22,22,2,20120623,0,2
"14123",23,"22",12,18,"Feel So Close","CALVIN HARRIS",40964,90,12,26,20120623,0,9
"14124",24,"25",14,30,"The Motto","DRAKE featuring LIL WAYNE",40880,18,14,35,20120623,0,5
"14125",25,"24",7,30,"Take Care","DRAKE featuring RIHANNA",40880,9,7,34,20120623,0,1
"14126",26,"28",8,23,"I Won't Give Up","JASON MRAZ",40929,8,8,44,20120623,0,3
"14127",27,"27",18,16,"Good Girl","CARRIE UNDERWOOD",40978,24,18,20,20120623,0,11
"14128",28,"29",28,18,"Drank In My Cup","KIRKO BANGZ",40964,96,28,22,20120623,0,2
